id,tweet_url,Date,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,Tags
9.91E+17,https://twitter.com/_thaprince/status/991062694366085120,4/30/2018,2018-04-30 21:12:14+00:00,_thaprince,@kaj33 @DancingABC #MoneyMoves #LetsGo,reply,,MoneyMoves LetsGo,,,0,kaj33,9.91E+17,37774152,und,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",423926065,Tue Nov 29 03:18:29 +0000 2011,FALSE,É??IÉ??m BackÉ?ù - Michael Jordan THE GOAT #GodsPlan #LetsGo,11832,251,966,5,"Santa Barbara, CA ????",Jaime Echiribel,8666,Mountain Time (US & Canada),https://m.youtube.com/watch?v=SurAcfBFNlQ,FALSE,Celebrity
9.91E+17,https://twitter.com/Luv_ComNatural/status/990635130027954177,4/29/2018,2018-04-29 16:53:14+00:00,Luv_ComNatural,@KARLIEREDD scripted scenes off #LHHATL paid off into something spectacular! lol Utilize your talents into greatness! #MoneyMoves É????è?????#SaintsAndSinners,original,,LHHATL MoneyMoves SaintsAndSinners,,,0,KARLIEREDD,,24224081,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",68062752,Sun Aug 23 03:38:28 +0000 2009,FALSE,L.I.F.E. LIVING IN FAITH EVERYDAY! GOD can do ALL THINGS; but FAIL! In living your L.I.F.E. know that GOD is ALWAYS ON TIME and ONLY ONE PRAYER AWAY! #GODFirst,665,393,415,2,"Louisville, KY",É??ã?èComoraÉ??ã?è,49510,Central Time (US & Canada),,FALSE,Religious
9.92E+17,https://twitter.com/KhariBaker/status/991795840347004930,5/2/2018,2018-05-02 21:45:29+00:00,KhariBaker,"@KhariBaker is thinking about creating a #HyperbolicTimeChamber
#Blockchain #Ethereum #bitcoin #moneymoves",original,,HyperbolicTimeChamber Blockchain Ethereum bitcoin moneymoves,,,2,KhariBaker,,1334796002,en,,,1,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1334796002,Sun Apr 07 18:28:40 +0000 2013,FALSE,"Im just living life. 23, and future Success Story in the making.",928,788,1135,5,"Greensboro, NC",Khari Baker,11356,Arizona,,FALSE,Crypto-currency
9.90E+17,https://twitter.com/ike_tim/status/990146211817680896,4/28/2018,2018-04-28 08:30:27+00:00,ike_tim,@landlord245 Miracle  is busy crossing the Ts and dotting the I.s on several endorsements meeting after meeting.  #moneymoves no time for radarada #BBNaija,reply,,moneymoves BBNaija,,,4,landlord245,9.90E+17,8.84E+17,en,,,3,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",1960255844,Mon Oct 14 08:35:31 +0000 2013,FALSE,,45072,1465,1089,0,"surulere,lagos! proud #CFC fan",Tim Ike,67714,,,FALSE,Sports
9.93E+17,https://twitter.com/woodsnsg08/status/992827439469531139,5/5/2018,2018-05-05 18:04:42+00:00,woodsnsg08,@LoriGreiner Mendelssohn....Magnum moon...Justify...#winner #KentuckyDerby #winning #MoneyMoves,reply,,winner KentuckyDerby winning MoneyMoves,,,0,LoriGreiner,9.93E+17,31869934,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3156326006,Tue Apr 14 14:04:35 +0000 2015,FALSE,"RN, BSN...Health & Wellness...Social & Cultural Consciousness...
Advocate.....Educator.....Prayer...Live!!!",2045,144,446,2,,jwoodsparker,458,,,FALSE,Sports
9.92E+17,https://twitter.com/Rockubyebaby/status/992402674137038851,5/4/2018,2018-05-04 13:56:50+00:00,Rockubyebaby,"@MariahLynBoss Me either girl and I've alwayzzz done what I believe, no matter anyone's thoughts. I Do Me, so continue to be and do U. Fuk they opinions... #getmoney #moneymoves #bossmoves #solo #music #Artist #HipHop #Chicago",reply,,getmoney moneymoves bossmoves solo music Artist HipHop Chicago,,,0,MariahLynBoss,9.92E+17,287415368,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",132434842,Tue Apr 13 06:44:28 +0000 2010,FALSE,#artist #writer #rapper #Rockubyebaby #libra #libragang #ITalkThatShit #Barz4Dayz #money #music #rockubyebaby #rnb #hiphop #swervingonem #follow #chicago,1023,1014,3868,1,Chicago IL,Rockubyebaby,3102,America/Chicago,,FALSE,Motivation
9.92E+17,https://twitter.com/principaliam/status/992234046020292608,5/4/2018,2018-05-04 02:46:46+00:00,principaliam,"@MrMLMorris  this is definitely #MONEYMOVES CONGRATULATIONS ???????è??è¨É?ùã?è
I'M GLAD TO CALL YOU #BROTHER https://t.co/hVxzp8jJFd",quote,,MONEYMOVES BROTHER,,https://twitter.com/AVID4College/status/991489182487859200,0,MrMLMorris,,771797178,en,,FALSE,0,9.91E+17,AVID4College,163570365,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.58E+17,Tue Jul 26 15:50:37 +0000 2016,FALSE,,24803,480,150,11,"""HIS"" PURPOSE, USA????",Coach Grace,9833,,,FALSE,Relationships
9.93E+17,https://twitter.com/joanlouis14/status/992808331688329216,5/5/2018,2018-05-05 16:48:46+00:00,joanlouis14,"@MyVoteToday If #police is able to #Prevent all #crimes then #Judiciary have no Work. We can save lot's of #people #MoneyMoves then #Country will Grow soon. Centralized Police will Act more Powerful than #PoliceState
#REFORM #Police #prevention #preventio",reply,,police Prevent crimes Judiciary people MoneyMoves Country PoliceState REFORM Police prevention prevention2018 crime Judicial Justice INDIA,,,0,joanlouis14,9.93E+17,84792786,en,"Tamil Nadu, India",,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",84792786,Sat Oct 24 07:47:55 +0000 2009,FALSE,Armed Police @ChennaiPolice_ : Tamizan : Chennaite : Boxer : Optimistic : Sarcastic : Explorer : Learner : Dreamer,7043,258,701,0,"Chennai, India",JOAN LOUIS,2555,Asia/Calcutta,https://www.instagram.com/joanlouis14/,FALSE,Political
9.90E+17,https://twitter.com/illini5350/status/990382956098224133,4/29/2018,2018-04-29 00:11:11+00:00,illini5350,@outlawman64 @RamsNFL @TG3II @JaredGoff16 @NFL Makin those #MoneyMoves. #SuperBowl,reply,,MoneyMoves SuperBowl,,,0,outlawman64,9.90E+17,103488883,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",221234093,Tue Nov 30 02:57:32 +0000 2010,FALSE,"Married to Britt, two great kids, living the dream!",2374,123,401,5,"Allen, TX",Jason Cables,3719,Central Time (US & Canada),,FALSE,Sports
9.92E+17,https://twitter.com/_thaprince/status/991671906171478016,5/2/2018,2018-05-02 13:33:01+00:00,_thaprince,@realDonaldTrump Good morning. #MoneyMoves #LetsGo,reply,,MoneyMoves LetsGo,,,0,realDonaldTrump,9.92E+17,25073877,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",423926065,Tue Nov 29 03:18:29 +0000 2011,FALSE,É??IÉ??m BackÉ?ù - Michael Jordan THE GOAT #GodsPlan #LetsGo,11832,251,966,5,"Santa Barbara, CA ????",Jaime Echiribel,8666,Mountain Time (US & Canada),https://m.youtube.com/watch?v=SurAcfBFNlQ,FALSE,Political
9.90E+17,https://twitter.com/_thaprince/status/989974478787493889,4/27/2018,2018-04-27 21:08:03+00:00,_thaprince,@stevekerr @drdre #MoneyMoves #LetsGo,original,,MoneyMoves LetsGo,,,0,SteveKerr,,27529312,und,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",423926065,Tue Nov 29 03:18:29 +0000 2011,FALSE,É??IÉ??m BackÉ?ù - Michael Jordan THE GOAT #GodsPlan #LetsGo,11832,251,966,5,"Santa Barbara, CA ????",Jaime Echiribel,8666,Mountain Time (US & Canada),https://m.youtube.com/watch?v=SurAcfBFNlQ,FALSE,Celebrity
9.90E+17,https://twitter.com/stay_up/status/990106204771897344,4/28/2018,2018-04-28 05:51:29+00:00,stay_up,@thefader ThatÉ??s nothing. HeÉ??s playing the #WPGWhiteout next week. @jules_rowan booked it. #mogul #moneymoves,reply,,WPGWhiteout mogul moneymoves,,,0,thefader,9.90E+17,18038269,en,"Winnipeg, Manitoba",,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",45654905,Mon Jun 08 20:01:07 +0000 2009,FALSE,industry plant,13293,398,681,5,YWG,PhillMo,3489,Central Time (US & Canada),,FALSE,Sports
9.90E+17,https://twitter.com/_thaprince/status/989970319648538625,4/27/2018,2018-04-27 20:51:31+00:00,_thaprince,@USATODAY #MoneyMoves #LetsGo,reply,,MoneyMoves LetsGo,,,0,USATODAY,9.90E+17,15754281,und,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",423926065,Tue Nov 29 03:18:29 +0000 2011,FALSE,É??IÉ??m BackÉ?ù - Michael Jordan THE GOAT #GodsPlan #LetsGo,11832,251,966,5,"Santa Barbara, CA ????",Jaime Echiribel,8666,Mountain Time (US & Canada),https://m.youtube.com/watch?v=SurAcfBFNlQ,FALSE,Motivation
9.90E+17,https://twitter.com/_thaprince/status/990443201759657984,4/29/2018,2018-04-29 04:10:35+00:00,_thaprince,@warriors #MoneyMoves #LetsGo,original,,MoneyMoves LetsGo,,,0,warriors,,26270913,und,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",423926065,Tue Nov 29 03:18:29 +0000 2011,FALSE,É??IÉ??m BackÉ?ù - Michael Jordan THE GOAT #GodsPlan #LetsGo,11832,251,966,5,"Santa Barbara, CA ????",Jaime Echiribel,8666,Mountain Time (US & Canada),https://m.youtube.com/watch?v=SurAcfBFNlQ,FALSE,Sports
9.90E+17,https://twitter.com/_thaprince/status/990246881258188800,4/28/2018,2018-04-28 15:10:29+00:00,_thaprince,@warriors @Lakers @LAClippers @SacramentoKings #MoneyMoves #LetsGo,original,,MoneyMoves LetsGo,,,0,warriors,,26270913,und,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",423926065,Tue Nov 29 03:18:29 +0000 2011,FALSE,É??IÉ??m BackÉ?ù - Michael Jordan THE GOAT #GodsPlan #LetsGo,11832,251,966,5,"Santa Barbara, CA ????",Jaime Echiribel,8666,Mountain Time (US & Canada),https://m.youtube.com/watch?v=SurAcfBFNlQ,FALSE,Sports
9.92E+17,https://twitter.com/ConnorBlake/status/992197766599364608,5/4/2018,2018-05-04 00:22:36+00:00,ConnorBlake,"@weiss4_weiss @Calex61 @Mariss_Ciancitt @jacktastik69 @RealAphrodisius @jlaud_29 If any of you actually knew me, caLex IS my older brother??êçIÉ??m surprised it took you all this long to come at me!???ù Thanks for the inspiration ???? DonÉ??t forget to Li",reply,,SnakesInTheGrass moneymoves SummerThing,,https://youtu.be/lcaFREDsYMM,4,weiss4_weiss,9.92E+17,8.41E+17,en,,FALSE,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",466822911,Tue Jan 17 20:44:51 +0000 2012,FALSE,Hot as an oven; cool like a refrigerator,7678,3493,513,23,NJ,Connor Blake,27680,Eastern Time (US & Canada),https://soundcloud.com/connorblakemusic/sets/neveroddoreven,FALSE,Relationships
9.92E+17,https://twitter.com/familyfinance22/status/992000331306369025,5/3/2018,2018-05-03 11:18:04+00:00,familyfinance22,"1. Get out of debt

2. Save some money

3. Invest

Repeat.

#MoneyMoves #FamilyFinance",original,,MoneyMoves FamilyFinance,,,4,,,,en,,,1,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.87E+17,Fri Apr 20 14:03:03 +0000 2018,FALSE,"Financial Counseling for the Family|  #Budgeting #Saving #Investing Money and Managing #Debt Together as One| 

familyfinance22@gmail.com or DM us for help",88,52,149,1,"Lagos, Nigeria N",Family Finance,126,,,FALSE,Financial Security
9.92E+17,https://twitter.com/Lottomania_NG/status/992024390580744192,5/3/2018,2018-05-03 12:53:40+00:00,Lottomania_NG,"3. After creating your profile, you must activate your account by clicking on the link sent to your email.????
CLICK ????https://t.co/LGSo4Bhu4X

#ThursdayThoughts #thursdayWisdom #LOTTO #Miracle #Naijavirals #NowPlaying #bestoftheday #NEWS #BBNaija #WINNER #MoneyMoves #MTN  #TBT2018 https://t.co/YghYdCxW9V",original,,ThursdayThoughts thursdayWisdom LOTTO Miracle Naijavirals NowPlaying bestoftheday NEWS BBNaija WINNER MoneyMoves MTN TBT2018,https://twitter.com/Lottomania_NG/status/992024390580744192/photo/1,http://play.lotto-mania.com.ng/,5,,,,en,,FALSE,5,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9.15E+17,Tue Oct 03 14:21:23 +0000 2017,FALSE,The Lottomania 6/80 & 5/90 games are the easiest & fastest way to WIN BIG. CLICK on the ink to REGISTER & PLAY and stand a chance to WIN 5 MILLION CASH!???Ò???¶,188,539,1716,0,"Abuja, Nigeria",Lottomania_NG,646,Pacific Time (US & Canada),https://play.lotto-mania.com.ng/,FALSE,Promotional/Get Rich Quick
9.92E+17,https://twitter.com/Lottomania_NG/status/992043093770764288,5/3/2018,2018-05-03 14:07:59+00:00,Lottomania_NG,"4ÉüúAfter activation, a WALLET will be created &amp; assigned to you.
You can FUND YOUR WALLET using using any of the channels on the page or your Debit/ATM Card????

#thursdayWisdom #Miracle #Naijavirals #NowPlaying #bestoftheday #NEWS #BBNaijaupdates #WINNER #MoneyMoves #MTN  #TBT2018 https://t.co/fVnJ6RbibL",original,,thursdayWisdom Miracle Naijavirals NowPlaying bestoftheday NEWS BBNaijaupdates WINNER MoneyMoves MTN TBT2018,https://twitter.com/Lottomania_NG/status/992043093770764288/photo/1,,4,,,,en,,FALSE,4,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9.15E+17,Tue Oct 03 14:21:23 +0000 2017,FALSE,The Lottomania 6/80 & 5/90 games are the easiest & fastest way to WIN BIG. CLICK on the ink to REGISTER & PLAY and stand a chance to WIN 5 MILLION CASH!???Ò???¶,188,539,1716,0,"Abuja, Nigeria",Lottomania_NG,646,Pacific Time (US & Canada),https://play.lotto-mania.com.ng/,FALSE,Promotional/Get Rich Quick
9.92E+17,https://twitter.com/Lottomania_NG/status/992043098178977794,5/3/2018,2018-05-03 14:08:00+00:00,Lottomania_NG,"5ÉüúIf you're a first timer funding your wallet, you will instantly receive a 25% welcome bonus which is valid for 7 days???ü
Amazing!???Ò????

#thursdayWisdom #Lottomania #Miracle #Naijavirals #NowPlaying #bestoftheday #NEWS #BBNaijaupdates #WINNER #MoneyMoves #MTN  #TBT2018 #LoveDay https://t.co/cNnWb0UzPj",reply,,thursdayWisdom Lottomania Miracle Naijavirals NowPlaying bestoftheday NEWS BBNaijaupdates WINNER MoneyMoves MTN TBT2018 LoveDay,https://twitter.com/Lottomania_NG/status/992043098178977794/photo/1,,3,Lottomania_NG,9.92E+17,9.15E+17,en,,FALSE,3,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9.15E+17,Tue Oct 03 14:21:23 +0000 2017,FALSE,The Lottomania 6/80 & 5/90 games are the easiest & fastest way to WIN BIG. CLICK on the ink to REGISTER & PLAY and stand a chance to WIN 5 MILLION CASH!???Ò???¶,188,539,1716,0,"Abuja, Nigeria",Lottomania_NG,646,Pacific Time (US & Canada),https://play.lotto-mania.com.ng/,FALSE,Promotional/Get Rich Quick
9.92E+17,https://twitter.com/Lottomania_NG/status/992060945739501568,5/3/2018,2018-05-03 15:18:55+00:00,Lottomania_NG,"6ÉüúNext thing to do is to SELECT the game you want to play; that's either the 6/80 or the 5/90 game. 
Then select the BET TYPE.

#thursdayWisdom #Lottomania #5Million #Miracle #Naijavirals #NowPlaying #bestoftheday #NEWS #BBNaijaupdates #WINNER #MoneyMoves #MTN  #TBT2018 #LoveDay https://t.co/NTl5ZhUVX4",original,,thursdayWisdom Lottomania 5Million Miracle Naijavirals NowPlaying bestoftheday NEWS BBNaijaupdates WINNER MoneyMoves MTN TBT2018 LoveDay,https://twitter.com/Lottomania_NG/status/992060945739501568/photo/1,,3,,,,en,,FALSE,3,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9.15E+17,Tue Oct 03 14:21:23 +0000 2017,FALSE,The Lottomania 6/80 & 5/90 games are the easiest & fastest way to WIN BIG. CLICK on the ink to REGISTER & PLAY and stand a chance to WIN 5 MILLION CASH!???Ò???¶,188,539,1716,0,"Abuja, Nigeria",Lottomania_NG,646,Pacific Time (US & Canada),https://play.lotto-mania.com.ng/,FALSE,Promotional/Get Rich Quick
9.92E+17,https://twitter.com/Lottomania_NG/status/992060949526990848,5/3/2018,2018-05-03 15:18:56+00:00,Lottomania_NG,"7ÉüúChoose your numbers, submit &amp; pay.
With these steps, you're on your way to becoming a MILLIONAIRE!

PLAY NOW????https://t.co/wegCZTKlI1

#thursdayWisdom #Lottomania #Miracle #Naijavirals #NowPlaying #bestoftheday #NEWS #BBNaijaupdates #WINNER #MoneyMoves #MTN  #TBT2018 #LoveDay https://t.co/m4FiPAkuEX",reply,,thursdayWisdom Lottomania Miracle Naijavirals NowPlaying bestoftheday NEWS BBNaijaupdates WINNER MoneyMoves MTN TBT2018 LoveDay,https://twitter.com/Lottomania_NG/status/992060949526990848/photo/1,https://play.lotto-mania.com.ng/,3,Lottomania_NG,9.92E+17,9.15E+17,en,,FALSE,3,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9.15E+17,Tue Oct 03 14:21:23 +0000 2017,FALSE,The Lottomania 6/80 & 5/90 games are the easiest & fastest way to WIN BIG. CLICK on the ink to REGISTER & PLAY and stand a chance to WIN 5 MILLION CASH!???Ò???¶,188,539,1716,0,"Abuja, Nigeria",Lottomania_NG,646,Pacific Time (US & Canada),https://play.lotto-mania.com.ng/,FALSE,Promotional/Get Rich Quick
9.92E+17,https://twitter.com/Tici65/status/991602782405734400,5/2/2018,2018-05-02 08:58:21+00:00,Tici65,Adjusting...my youngest child moving to Texas  #MoneyMoves #Uderstanding #SupportiveMom/#Mommy #NannaBabiesGoingByeBye #NewBeginnings #BuildingMyInLawSuite #Yayyyyyy #ReadyForVisit #Proud É?? feeling hopeful,original,,MoneyMoves Uderstanding SupportiveMom Mommy NannaBabiesGoingByeBye NewBeginnings BuildingMyInLawSuite Yayyyyyy ReadyForVisit Proud,,,0,,,,en,,,0,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",257145847,Thu Feb 24 20:50:50 +0000 2011,FALSE,"Was married 29 yrs had 4 children. Now Single alone but not lonely, Love God and Love Life.....I love unconditionally it is my gift and I cherish it...",4,12,73,0,"Bakersfield, California",Laticia Miles-Dean,186,,,FALSE,Relationships
9.91E+17,https://twitter.com/PhilipBulavko/status/991418740389621760,5/1/2018,2018-05-01 20:47:02+00:00,PhilipBulavko,Always be kind to everyone but donÉ??t let no one ever push you around #standup #advice #life #LifeOfTheParty #success #Entrepreneur #PoolParty #SuccessStories #beyourownbank #beyourbiggestfan #MoneyMoves #MoneyTalks #ChallengeMania #PayItForward #10x #askgaryvee #leadership https://t.co/BsVx9x82ml,original,,standup advice life LifeOfTheParty success Entrepreneur PoolParty SuccessStories beyourownbank beyourbiggestfan MoneyMoves MoneyTalks ChallengeMania PayItForward 10x askgaryvee leadership,https://twitter.com/PhilipBulavko/status/991418740389621760/photo/1,,1,,,,en,,FALSE,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.88E+17,Sat Apr 21 14:52:15 +0000 2018,FALSE,"stay hungry, humble and always willing to better yourself #moneymoves follow me on instagram @philipbulavko",49,75,258,3,,Philip Felix Bulavko,146,,,FALSE,Motivation
9.91E+17,https://twitter.com/Suncoolenergy/status/991392886536196098,5/1/2018,2018-05-01 19:04:17+00:00,Suncoolenergy,"Another residential job completed

#solar #solarpower #solarenergy #solarpanel #solarpanels #solarworld #energy #ecofriendly #solarlife #energyefficient #energyfordays #energysaving #energysavings #moneymoves #moneymoney #save #moneymoneymoney #eco #ecoboost #Florida https://t.co/mXNMpM4jZj",original,,solar solarpower solarenergy solarpanel solarpanels solarworld energy ecofriendly solarlife energyefficient energyfordays energysaving energysavings moneymoves moneymoney save moneymoneymoney eco ecoboost Florida,https://twitter.com/Suncoolenergy/status/991392886536196098/photo/1,,0,,,,en,,FALSE,1,,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",9.64E+17,Wed Feb 14 19:19:59 +0000 2018,FALSE,"For over 8 years, SunCool Energy Company has provided Florida with safe, affordable and dependable solar panel services!

Email at: info@suncoolenergy.com",0,9,6,0,"Boca Raton, FL",SunCool Energy Company,88,,http://suncoolenergy.com/,FALSE,Environmental
9.91E+17,https://twitter.com/PhilipBulavko/status/991411720269783040,5/1/2018,2018-05-01 20:19:08+00:00,PhilipBulavko,Anything worth having wonÉ??t come cheap #expensive #lifegoals #FunFact #preach #truth #success #MoneyTalks  #MoneyTeam #MoneyMoves #SuccessTRAIN #Successful #Prosperity #MoneyTalks #positivethinking #postivevibesonly #10x #advertisement #hardworkpaysoff,original,,expensive lifegoals FunFact preach truth success MoneyTalks MoneyTeam MoneyMoves SuccessTRAIN Successful Prosperity MoneyTalks positivethinking postivevibesonly 10x advertisement hardworkpaysoff,,,1,,,,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.88E+17,Sat Apr 21 14:52:15 +0000 2018,FALSE,"stay hungry, humble and always willing to better yourself #moneymoves follow me on instagram @philipbulavko",49,75,258,3,,Philip Felix Bulavko,146,,,FALSE,Financial Security
9.90E+17,https://twitter.com/cliveshome/status/990143225317986305,4/28/2018,2018-04-28 08:18:35+00:00,cliveshome,Are you Hiring? #money #moneymaker #moneygram #money???¯ #moneyz #moneygram???????? #moneymoney #moneymoneymoney #moneyteam #moneyflip #moneygang #moneypak #moneybackguarantee #moneymoves #moneypit #moneyhungry #moneymakingmonday #moneyandviolence #moneytalks #moneyslave #moneytrain É?? https://t.co/MajksrEeIS,original,,money moneymaker moneygram money moneyz moneygram moneymoney moneymoneymoney moneyteam moneyflip moneygang moneypak moneybackguarantee moneymoves moneypit moneyhungry moneymakingmonday moneyandviolence moneytalks moneyslave moneytrain,https://twitter.com/cliveshome/status/990143225317986305/photo/1,,0,,,,en,,FALSE,0,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",38135616,Wed May 06 07:36:27 +0000 2009,FALSE,I'm inspired by your tweets & views. All posts by M.C.N are written by me. Motivational Writer | Thought-educator | Vision to Success driver!,234,1326,3768,10,blogger,@Cliveshome ~ M.C.N Community,8359,Harare,http://www.instagram.com/cliveshome,FALSE,Financial Security
9.91E+17,https://twitter.com/RoDclan/status/990602018246062081,4/29/2018,2018-04-29 14:41:40+00:00,RoDclan,"Attention BadassÉ??s Only! ???ú 
I am looking for a few Determined ???Æ, Persistent ??????è¨ Ladies that are ready to Roar ???? and Reign ???? on this amazing business! 
WhoÉ??s ready to join my Dream Team and start making some money moves?! 
#team90210 #bossup #moneymoves",original,,team90210 bossup moneymoves,,,0,,,,en,,,0,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",420064191,Thu Nov 24 04:25:10 +0000 2011,FALSE,We are a Mature and Friendly clan based on the Call of Duty Series for both XBOX and PS3. We are currently recruiting members so come check us out,1,65,67,1,Everywhere!,RoD,3200,Central Time (US & Canada),http://www.renegadesofdestruction.net/,FALSE,Promotional/Get Rich Quick
9.91E+17,https://twitter.com/elise_erlichman/status/991037672553635840,4/30/2018,2018-04-30 19:32:48+00:00,elise_erlichman,Back on this #twitter! Now what to tweet?!? ???? #moneymoves,original,,twitter moneymoves,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2933406341,Sat Dec 20 10:21:32 +0000 2014,FALSE,,235,29,79,0,,EliseE,84,,,FALSE,Miscellaneous
9.92E+17,https://twitter.com/foliu/status/992047090783211520,5/3/2018,2018-05-03 14:23:52+00:00,foliu,"Can't wait to start earning my own millions from this month. I've paid my dues,, I deserve some accolades(financially). I think I've earned it. ???ü???ü??èü??èü #PowerOfTheTongue #MoneyMoves #SecureTheBag ???¯???¯",original,,PowerOfTheTongue MoneyMoves SecureTheBag,,,4,,,,en,"Victoria Island, Nigeria",,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",55529553,Fri Jul 10 10:48:15 +0000 2009,FALSE,Beauty Enthusiast É?õ Real Estate Expert É?õ Content Creator/Curator É?õ Web Entrepreneur.,43184,2678,5000,7,"Lagos, Nigeria",Dec 11th,17984,,http://bit.ly/2xuZkMP,FALSE,Financial Security
9.93E+17,https://twitter.com/Philly_Philster/status/992852086743154688,5/5/2018,2018-05-05 19:42:38+00:00,Philly_Philster,Catch Flights ???? #MoneyMoves #AllBusiness #ProjectEngineer https://t.co/BQOhKyAkDK,original,,MoneyMoves AllBusiness ProjectEngineer,,https://www.instagram.com/p/BiaGtFCnxpN/?utm_source=twitter,0,,,,en,,FALSE,0,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",113143487,Wed Feb 10 21:12:32 +0000 2010,FALSE,Tuskegee University Alumnus??????è´É?ç???? Mechanical Engineering???? Project Engineer???ù ?????? ???ù?? ??????è´????7ã?èÉüú,573,241,150,6,"Columbus, GA",Uncle Phil,26147,Eastern Time (US & Canada),http://www.facebook.com/#!/Spear66,FALSE,Miscellaneous
9.90E+17,https://twitter.com/818_lucinda/status/990436792313802752,4/29/2018,2018-04-29 03:45:07+00:00,818_lucinda,"Come thru #headshot 
My girl???ç #mitalithemodel @818_lucinda 
#moneymoves #casting #model #atlÉ?? https://t.co/ZuFk4cgtrc",original,,headshot mitalithemodel moneymoves casting model atl,,https://www.instagram.com/p/BiI8W7tneU7/,0,,,,en,,FALSE,0,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",1938697418,Sat Oct 05 19:53:37 +0000 2013,FALSE,I love blessing others!!! Follow Ameera Van Collection on IG,408,707,1564,11,"Houston, Tx",Lucinda Matthew,2343,,http://fontenetgroup.com,FALSE,Fashion
9.92E+17,https://twitter.com/romereyez/status/992267685265195008,5/4/2018,2018-05-04 05:00:26+00:00,romereyez,"CON UNOS DE MIS PANAS! dj_tipzy 
#moneymoves #business #music https://t.co/tfSU6wiBxB",original,,moneymoves business music,,https://www.instagram.com/p/BiV884vHEgf/?utm_source=twitter,0,,,,es,,FALSE,0,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",398414666,Wed Oct 26 01:13:06 +0000 2011,FALSE,LATIN URBAN ARTIST R.E.M. ENTERTAINMENT #reggaeton #trap #dancehall INFO & BOOKINGS: romanimuzik@yahoo.com,618,464,1037,9,"San Bernardino, Ca.",ROM?ÅNi The Evolution,2020,,https://m.youtube.com/channel/UC-0IgYZngcBQKDzivgBYdDw,FALSE,Music
